"Latitude","Longitude","Price"
51.46561,-0.3017518,585000
51.75598,0.08653701,170000
52.05264,0.7235491,167250
51.32911,0.5505937,95000
51.52075,-0.03186816,215000
52.00792,-0.7595685,150000
50.78285,-0.6694315,117500
51.51482,-0.5712,200000
51.41142,-0.4103275,517500
51.45533,-0.8892838,155000
51.54796,-0.1374396,272000
51.3724,0.7306777,235000
51.87913,0.8893806,174995
51.13638,0.8929694,153000
51.9812,-0.1800696,154000
52.32893,-0.2398846,115000
51.48294,-0.1480689,475000
51.61462,-0.7719067,150000
51.35394,-0.2660591,273000
52.24599,-0.8793031,132995
51.49661,-0.1609995,3200000
50.79262,0.2520264,422000
51.45567,-1.024006,166500
51.57724,-0.7125338,415000
51.52295,-0.7451566,352500
51.48435,-0.6188009,242500
51.12728,0.8465031,440000
51.68982,0.1148607,555000
50.8031,-0.6956642,245000
51.94579,0.6305691,95200
51.41422,-0.8310785,250000
51.8854,0.9307679,162000
51.49087,-0.02371974,205000
51.57662,0.02053824,345500
51.68342,-1.264482,198000
51.62413,-0.05153899,240000
51.59983,-0.3833696,615000
51.5614,0.7055705,218000
51.73821,-1.208996,207000
51.45911,0.08113081,300000
51.43963,-1.043929,201000
51.49626,-0.09138589,230000
51.50196,-0.0247242,312500
51.71762,0.4979695,149950
51.43899,-1.020261,223000
51.5296,0.7921316,238000
51.58134,-0.7150735,375000
52.07849,-1.217136,217000
51.26697,-1.098242,245000
51.52751,-0.1958679,320000
51.59269,-0.1079775,430000
51.45563,-0.09925638,335000
51.4887,-0.207397,487000
51.74668,-1.258791,335000
51.51489,-0.1977215,650000
51.94256,-0.6576569,212000
51.48281,0.08912299,165000
51.4368,-0.9107669,440000
50.79366,-0.6369445,220000
51.13817,0.8878201,115000
51.43538,-0.3774992,161000
51.59543,0.1833445,319995
51.44759,-0.4194046,237500
50.7771,-0.7072237,440000
50.76415,0.2782843,280000
51.29677,-0.09453645,465000
50.78274,-0.9703457,167500
51.5896,0.0640775,370000
51.45392,-0.961236,155000
50.78318,-0.6886008,90000
51.43586,0.3445607,185000
50.81591,-0.3657419,60000
51.51661,0.02098027,172000
51.46775,-0.01476992,215000
51.75459,-0.4663002,247000
51.26133,-1.108843,176000
51.12931,-0.2099426,105000
52.1461,-0.470891,160000
51.43193,-0.3397571,479000
51.75206,0.09735327,116000
51.40366,-0.1530419,159995
51.56893,-0.1331482,825000
50.8578,0.5597979,70000
51.80411,1.15326,142000
51.13868,0.8860928,125000
51.7855,0.001585884,460000
51.3143,-0.7365364,155000
51.26234,0.5696157,171000
51.35851,-0.09309585,180000
51.51245,0.05603373,249000
51.49842,-0.04971582,479000
51.41365,-0.06871339,153000
52.34542,0.3329909,187500
52.25168,0.02717976,135000
51.39015,0.07111494,175000
52.29638,-0.7137811,179995
51.40949,-0.290689,170000
51.44052,-0.365101,525000
51.63546,-0.1442469,402000
51.61397,-0.2045745,265000
51.92115,-0.1653103,269995
51.57093,-1.137434,320000
51.46161,0.1200857,182500
51.57746,-0.01378869,465000
51.87428,-0.4295754,160000
51.07386,-0.32434,135000
51.89808,0.9069957,207500
51.55929,0.6638334,225000
51.38161,-0.2901617,340000
51.68858,-0.3821774,276000
51.37552,-0.2962939,350000
51.55929,-0.1926344,3200000
51.92923,-0.1793073,189000
52.22651,-0.9804341,560000
51.33145,-0.08790232,420000
51.47433,-0.05530819,249995
51.4239,-0.7269149,346000
51.73864,0.5172353,162500
52.25857,-0.9245225,117500
51.54179,0.7294594,194000
51.10936,-0.1581986,156500
51.63875,-0.7395935,735000
52.08816,0.4172488,147500
51.33866,-0.5216545,680000
51.45876,-0.8512154,350000
51.54677,0.6544043,195000
51.44085,-0.05166554,135000
50.76137,0.2788011,290000
51.44428,-0.3841915,185000
51.57204,0.4449792,125000
51.44619,0.207332,177000
51.91684,-0.1779185,145000
51.56661,-0.3999864,250000
51.1712,0.8950347,377500
51.56975,-0.1222924,580000
51.32138,-0.2287816,315000
51.33666,0.3514542,305000
51.45295,0.2777844,185000
51.68561,-0.001781357,302000
51.52399,-0.03273742,250000
51.50338,-1.387181,1150000
51.55791,-0.378004,245500
51.56828,0.2672103,100000
51.30837,-0.6122972,250000
52.08699,-0.2639434,112000
51.40701,-0.00486365,310000
51.35332,-0.1622766,197000
51.49985,-0.2647054,285000
51.78327,-1.265237,187250
52.26616,0.3909105,120000
51.40112,-0.8735907,499000
51.58882,-0.08616662,267000
51.79902,-0.3960368,125000
51.50183,-0.8567315,250000
51.53881,-0.4781063,132500
50.79369,0.004010079,199950
51.48644,-0.1643615,3100000
51.47971,-0.1236885,300000
51.51791,0.4272169,135000
51.64198,0.07332088,210000
51.77772,-1.499285,235500
51.46961,-0.2513107,650000
51.63097,-0.131845,640000
51.02335,-0.4594699,215000
51.49212,-0.16458,425000
51.42252,-0.1303035,220000
51.71907,0.5155544,216500
51.7591,-0.2527703,171000
51.75042,-0.4556923,188000
52.24626,-0.9402876,125000
51.54136,0.08385727,125000
51.49019,-0.1431224,730000
52.02907,-0.4879031,250000
51.89692,-0.4043401,165000
51.28235,1.069983,525000
51.478,0.08209125,250000
51.63353,-0.3824608,142500
51.331,0.7322649,282500
51.34705,-0.5019999,180000
50.92656,-0.1501162,235000
51.75485,0.0785011,235000
51.61028,0.5451387,220000
52.04718,-0.6858912,240000
51.86644,0.1354246,390000
52.06926,-0.7642017,171000
51.74945,0.3775161,215000
51.33289,0.5531296,370000
50.81038,-0.3923786,250000
51.30201,0.4280882,165000
50.8176,-0.1180528,440000
51.51308,-0.1371764,510000
51.526,0.4619316,165000
51.40238,-1.253888,103000
51.54511,-0.1642077,690000
51.27192,0.5781078,320000
52.05168,-0.786883,232500
51.85558,0.9547829,363500
51.53585,-0.9054923,140000
51.4018,-0.2336416,436300
51.3907,-0.7578894,170000
51.51874,-0.5297838,325000
51.33823,-0.7329502,471500
51.55007,0.1102476,138995
51.52058,0.2070786,215000
52.21549,0.1551002,190000
51.37434,-0.3574021,935000
51.76367,-0.3260942,546700
51.06078,0.424876,585000
51.61882,-0.1716354,675000
51.42584,-0.4426228,245000
51.47541,-0.1226696,315000
51.14212,0.2785607,375000
50.86293,-0.9380449,290000
51.46364,-0.2803457,895000
51.57375,-0.7683329,160000
50.98409,0.474722,445000
51.50363,-0.6141551,110000
51.76022,-0.3406542,465000
51.43464,-0.131003,222500
51.67023,-0.4018626,255000
51.37454,0.004314094,338000
51.68161,-0.03748533,267000
50.79221,0.04337859,149000
52.30692,-0.6965491,135995
50.86274,0.5911781,115000
51.58597,-0.4388574,165000
51.52586,-0.05723627,345000
51.56439,-0.1979578,290000
52.00496,1.057853,407500
51.85598,0.1411449,415000
51.38611,0.5775513,121100
51.55667,0.5531229,193000
51.71785,-0.02472565,149000
51.59614,-0.2052633,110000
51.28004,-0.3781746,354000
51.47233,-0.01022243,525000
51.74742,0.4984692,213000
51.51545,-0.6498552,230000
51.39369,0.3052289,470000
51.50258,-0.07473908,440000
51.51718,-0.3767706,175000
51.39279,0.3109909,155000
50.98182,-0.7447692,140000
51.87151,0.1545355,620000
51.81469,-0.3465027,500000
50.93054,-0.1363676,341000
50.86277,-0.9346668,224950
51.54253,0.726331,115500
51.2443,-0.2002951,490000
51.5543,-0.05686146,105000
51.3453,-0.08725421,925000
51.26945,1.080636,148000
51.29719,-0.3211704,172500
51.61858,-0.01054906,250000
51.31611,-0.2101145,164000
51.53911,0.7905792,80000
51.3496,0.0963277,250000
51.40465,-0.8732885,379950
50.86418,0.2440617,160000
51.43081,-0.4523797,247000
50.85036,0.5025873,142000
51.41403,-1.521657,345000
51.71802,0.1720168,334000
52.25184,-0.2574854,285000
51.31198,-0.08103534,235000
51.50397,-0.8938939,906500
51.62723,0.03571758,115500
51.52312,-0.7327124,275000
51.59759,0.06585482,196000
51.46553,-0.1490472,385000
51.8863,-0.3972764,115000
52.30781,-0.6906266,50000
51.57582,-0.2412197,159950
51.44252,-0.1585398,430000
52.00248,-0.3659891,180000
51.49956,-0.1130614,380000
51.59593,-0.3317628,248000
51.3362,0.7215186,272500
52.13139,-0.2191898,135000
51.9728,-0.7338535,210000
51.81236,-0.02635515,327500
51.11991,-0.002511053,202500
51.14277,0.8467701,63430
51.51556,-0.6298481,119000
51.79388,-0.8138513,117000
51.37371,-0.2572088,450000
51.95259,-0.5256053,312000
51.89251,-0.157641,140000
51.47154,-0.1751397,681160
51.2831,0.5045607,263000
52.03635,-0.3410194,225000
52.04402,0.9644025,198000
51.71495,0.4681001,170000
51.68342,-1.264482,150000
51.02668,-0.3512681,197000
52.13274,-0.284316,136500
51.53703,0.08028542,132500
51.35589,0.7379119,168000
51.5768,0.4620065,137000
52.13862,-0.4861689,340000
51.53072,-0.03538869,525000
51.34642,-1.372692,575000
51.38247,-0.1946936,156000
51.55315,-0.2877762,282500
51.59543,0.07212412,315000
51.88618,-0.5103574,129995
51.47603,-0.1322635,212000
50.82481,-0.7828461,205000
51.87765,0.5439129,200000
51.21644,-0.7981646,280000
51.28319,-0.8664977,475000
51.34751,-0.4662156,385000
51.35463,-0.7858211,355000
50.7871,0.01980271,157500
51.40291,0.2456349,162000
51.40014,-0.2671733,280000
51.38799,-0.9776612,245000
51.53175,-0.2140399,417500
51.55808,-0.3361342,84950
51.586,0.06952958,425000
51.46129,-0.1618581,222500
51.55796,0.06726112,207000
51.12506,-0.2050765,205000
51.15455,0.8510565,200000
52.31342,-0.5940219,197000
51.47081,-1.046128,238000
51.55717,-0.1463102,375600
51.44534,0.1495245,277500
51.32601,0.4364614,220000
51.54231,-0.4784369,111000
51.57828,-0.1530428,320000
51.11211,-1.038859,322500
52.23278,0.117525,250000
51.56012,-0.1448773,322500
51.16566,0.8885932,300000
51.37582,0.5334456,121500
52.29082,-0.8144657,130000
50.77581,0.2778295,113000
51.57987,-0.3225221,218000
51.9162,-1.002292,150000
51.68797,-0.4022652,229950
51.39034,-0.2048188,210000
51.14648,0.2851524,195000
52.30487,-0.6036648,156000
51.44935,-0.1886028,810000
52.11801,-0.492067,130000
51.60188,0.0492698,235000
51.47651,-0.009018108,845000
51.63063,-0.1250098,222500
51.45456,-0.4731086,192000
51.11529,0.2567217,585000
51.1377,-0.4746074,279950
52.21455,0.1731778,167000
51.46163,-0.1643351,890000
51.70087,-0.4006384,295000
51.44242,-0.2097276,330000
51.54464,0.2516698,470000
51.54367,-0.1810526,315000
51.62519,0.04311048,330000
51.61593,0.282831,545000
51.5265,-0.1058644,215000
51.4451,-0.03718043,243500
51.48944,0.04567829,118000
52.05137,-0.7504615,145000
51.15908,0.2562843,265000
51.5401,-0.1404138,425000
50.89237,-1.020681,192000
51.58888,-0.03985289,250000
51.44217,-1.018265,180000
51.4524,-0.2469311,93500
51.80524,1.195878,110000
51.35652,-0.4609886,411500
51.79975,-0.8060111,139995
51.40382,-0.2642738,280000
51.43649,-0.1225393,191500
51.32028,-0.598362,272500
51.59398,-0.3808773,166000
51.31445,-0.6979917,500000
51.45585,-0.1400253,480000
50.81923,-0.5506094,135000
51.79533,1.165426,195000
51.14129,0.8430899,225000
51.5127,-0.02065659,237500
51.47231,-0.1619049,330000
51.04839,-0.3608552,370000
51.07886,0.6901068,315000
51.52284,-0.05772529,210000
51.38418,-0.2809257,460000
51.52196,-0.5157992,250000
51.42177,-0.1661054,467500
51.26265,0.534455,165000
51.91231,-0.5122261,95000
50.87552,-1.032007,98500
50.79362,-0.6485805,182000
51.59521,-0.1917286,625000
51.14542,-0.4587124,450000
51.49217,-0.1819794,7400000
52.24244,-0.9256154,128000
51.90798,-0.414546,312500
51.49199,-0.1207497,495000
51.53316,-0.02321535,196000
51.36307,-0.3098997,223500
51.20559,-1.476166,170000
51.51919,-0.217097,160000
51.29522,-0.7537122,240000
52.07836,-0.7257619,140000
51.60618,-0.1844762,310000
51.47662,-0.1514064,260000
51.37787,0.1130089,170000
52.18642,-0.819292,340000
52.32339,-0.2260616,395000
51.36748,-0.4320046,272000
51.36546,-0.2264496,390000
52.31249,0.05614493,495950
51.76566,-0.2261123,114000
51.14198,0.2736068,136500
50.93429,0.7972046,202500
51.25405,-0.7133115,178000
51.4924,-0.02624675,283000
51.46638,-0.1345148,435000
51.29617,0.2178286,192000
50.85936,0.5591729,52000
52.35222,0.1879434,325000
51.48063,-0.9874289,249000
51.61263,-0.1466081,430000
51.27764,0.2784932,680000
51.41898,0.01839636,228000
51.53066,0.7339267,179250
51.53674,0.1159324,110000
51.2721,0.5837814,197500
51.45953,0.02564114,210000
51.61223,-0.3195675,235000
51.52132,-0.6016405,169500
51.80252,-0.7957714,145000
51.68891,-0.3854207,292000
51.25371,-0.6030383,250000
51.57595,0.6394478,200000
52.33671,-0.08203257,175000
51.4146,-0.06706254,170500
51.96038,-0.2954453,195000
51.54439,-0.1087268,333700
51.38305,-0.3571909,1515000
51.20176,0.2789261,280000
51.53808,-0.09226124,352000
51.24347,-0.7667872,224950
51.50868,-0.2100568,3403000
51.42452,-0.7635461,400000
52.04691,-0.6990231,45000
51.45793,-0.3104719,680000
52.08695,-0.7224815,110000
51.52552,-0.1427232,325000
51.48708,-0.01816523,445000
51.60673,-0.1963108,712000
51.1376,0.4352469,372000
51.79515,1.144439,125000
50.87833,-0.2935799,247000
51.59102,-1.423606,210000
50.84089,-0.155083,145000
51.56873,-0.4359414,250000
51.35304,0.5425298,224000
51.18076,-0.1472845,347950
51.75721,-0.5586802,327500
51.45277,-1.019909,170000
51.48462,-0.6265558,390000
51.40769,-0.2915184,526000
52.22756,0.5209522,240000
52.27297,0.1883034,265000
51.92345,-0.4567127,87500
51.83471,-0.8600202,235000
51.59413,-0.1880031,210000
51.58303,-0.7168588,195000
51.36303,0.6105617,153500
51.57595,-0.2895604,410000
51.46873,0.05079908,288000
51.49596,-0.1608528,11500000
51.56008,0.06353387,495000
51.39828,-1.136401,165000
51.48879,-0.1023141,391150
52.23404,-0.2646259,106000
51.57485,-0.0727115,190000
51.60636,-0.08537131,197000
52.28603,0.04050662,239950
51.35706,-0.2726771,247000
51.39879,-1.070339,249500
51.359,0.7331847,220000
51.60806,-0.009275763,160000
50.84283,-0.2250048,296000
50.76859,0.2897749,116000
52.21998,0.1542344,640000
51.38214,-0.219295,247500
51.58037,-0.1585149,565000
51.76873,-0.5916462,170000
51.59602,-0.1413792,680000
51.41288,-0.08165947,270000
51.24005,-0.7501036,297000
51.49025,-0.3005195,282500
51.53527,0.7174315,270000
51.9424,-0.8806277,155000
52.25633,-0.119495,400000
50.80765,0.2729761,122000
51.43297,-0.04578591,212000
51.90534,-1.05431,180000
51.57709,-0.08157921,250000
51.51215,-0.6353979,242000
51.59806,-0.1287486,236500
51.54285,0.6532241,220000
51.48341,0.3740924,148000
51.41796,-0.83222,275000
51.39732,-0.1439388,195000
51.5046,-0.08226246,492500
51.61647,-0.7528488,490000
51.57283,0.07900431,340000
51.48903,-0.05779415,275000
50.9595,-0.1301113,370000
51.18582,0.2685659,255000
52.02112,0.7490087,192000
51.44719,-0.1732898,515000
52.08736,0.4974934,517000
50.84106,-0.139722,530000
51.70105,-0.4126868,165000
51.45337,-0.3076607,350000
51.41543,0.7964855,182000
51.89626,-0.4286932,375000
51.62981,-0.381943,351000
51.90489,-0.6488517,250000
51.36262,-0.098872,129000
51.75569,-0.563162,200000
51.90944,-0.6394401,96000
51.13406,0.8636466,186000
50.79187,0.2519339,420000
51.46418,-0.01489638,285000
51.71635,0.4885469,188000
51.42188,0.09432602,200000
51.3592,-0.09512123,125000
51.57577,0.06866083,175000
51.3051,-0.3329183,295000
50.81101,-0.5354348,137000
51.48152,-0.2052732,530000
51.85062,-0.2323854,117500
51.53937,-0.094385,187500
51.60947,-0.170018,350000
51.76024,-1.199454,126000
51.28509,0.5008687,219995
51.49269,-0.1564035,605000
51.62488,-0.1771997,227000
51.75304,-0.4727418,77500
51.76242,-0.3090701,1250000
51.82886,0.5075322,364000
51.25897,-1.084426,76000
50.77957,0.2656706,230500
51.46698,0.1360858,175000
51.77529,0.6742492,1000000
51.60403,-0.7143755,225000
51.58421,-0.0393901,163500
51.52448,-0.2250351,325000
51.43266,-0.3503479,480000
51.10936,-0.1581986,249950
51.3521,0.7362786,153500
51.54606,-0.1624535,1298329
51.35965,0.7420151,166000
51.45202,-0.01286182,605000
51.42672,-0.5769555,460000
52.08751,0.6346369,125000
51.56536,-0.2930745,420000
52.34549,-0.5291884,195000
52.14927,-0.4290242,276500
51.5123,-0.1999711,1850000
50.84166,-0.1740147,307000
51.41544,-0.2885113,249950
51.43191,-0.04314087,150000
51.81364,1.034341,95000
51.79092,-1.481146,185000
51.7427,-1.255235,510000
51.57287,-0.0183466,130000
51.35381,0.6014192,180000
51.49028,-0.1936651,1825000
50.81129,0.2452733,237500
51.53845,-0.07824406,340000
51.70077,0.4596138,500000
52.16821,0.806187,249950
51.73382,0.4853355,125000
51.03775,0.2697272,475250
50.81556,0.2810553,275000
51.99763,-0.7750309,154000
51.21333,-0.7956685,200000
51.37172,-0.08302102,226000
51.18219,-0.6088067,352500
51.83528,-0.4613107,317500
51.32223,-0.09589252,180000
51.41919,-1.512587,240000
51.74967,-0.9672872,204000
51.62604,-0.0694302,250000
51.57613,-0.2929597,260000
51.43637,-0.3918081,245000
50.86029,0.5745717,83000
51.83349,-0.8231298,194750
51.39224,0.1828702,190000
51.6465,-1.315158,245000
51.50523,0.02207592,337500
51.40462,-0.05714541,167000
51.54193,-0.3897338,274000
51.54503,-0.2892926,250000
52.08078,0.5810665,995000
51.51868,-0.4364458,234000
51.58982,-0.1157624,299950
51.54201,-0.09501036,342500
52.18955,0.1283886,280000
51.51372,-0.1376112,2250000
51.42077,-0.8191184,250000
51.5511,-0.1084344,227995
51.5697,-0.1397833,345000
51.24339,-0.7494971,249950
51.43607,0.1177229,339950
51.54375,-0.07014652,249700
51.90564,-0.6401362,125000
51.5483,0.6853625,180000
52.11054,-0.4870616,120000
51.51088,-0.07743001,365000
51.44916,-0.1843791,655000
51.45631,-0.9798061,150000
51.30187,-1.047439,205000
51.57548,-0.1545274,550000
52.26698,-0.8081409,130000
51.48652,-0.1351623,585000
51.65694,-0.04155856,269000
50.82755,-0.06752757,190000
51.07995,-1.162353,122500
51.52917,-0.2087342,477500
51.54401,0.2066261,250000
51.72161,0.6841691,192500
51.19313,-0.6171497,395000
51.94588,0.6504093,164000
51.6417,-0.7484428,365000
50.84969,-1.022271,220000
52.17639,-0.522122,465000
51.77663,-0.007939076,147500
50.84532,0.4958959,220000
51.60071,-0.6641932,712000
51.48776,0.3113972,100000
51.25113,-0.2018343,325000
51.74245,-1.24106,267500
51.24354,-0.7169288,475000
51.28753,-1.088232,169995
51.18356,-0.1595494,244995
51.08779,-1.159785,220000
51.58498,-0.09142365,374500
51.74633,0.4843848,261000
51.30908,0.5132074,375000
51.33171,0.4767454,102500
51.52058,0.2070786,210000
51.48245,-0.2019961,820000
51.2942,-0.08784386,335000
51.60742,-0.4141345,298500
51.11307,-0.7681324,300000
51.79806,-0.6601678,182000
51.14079,0.2623259,280000
51.47383,-1.042178,194500
51.55143,-0.0582532,145000
51.422,-0.1658657,205000
51.49816,-0.02059514,340000
51.49117,-0.2068103,390000
51.43564,-0.0119183,327000
51.22191,-1.491575,199995
51.38713,0.03932976,238995
52.05304,-0.007801433,168000
51.55796,0.06726112,180000
51.43323,-0.1835721,350000
51.42208,-0.3809762,315000
50.82966,-0.1427455,450000
50.85227,0.4740597,110000
51.54179,0.1939575,205000
51.2674,-0.7256389,288000
51.74458,-0.3011174,202500
51.5197,-0.09183337,795000
